ID;Edad;Peso_kg;Nivel;Objetivo;Dias_Entrenamiento;Plantilla_JSON
305;26;107;Avanzado;Hipertrofia;4;"{""dia_1"": [{""grupo"": ""Pecho"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Pecho"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Pecho"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Triceps"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Triceps"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Triceps"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}], ""dia_2"": [{""grupo"": ""Espalda"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Espalda"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Espalda"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Biceps"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Biceps"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Biceps"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}], ""dia_3"": [{""grupo"": ""Piernas"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Piernas"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Piernas"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Piernas"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}], ""dia_4"": [{""grupo"": ""Hombros"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Hombros"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Hombros"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Hombros"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Core"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Core"", ""dificultad"": ""Avanzado"", ""series"": 4, ""reps"": ""8-12""}]}"
306;26;70;Principiante;Fuerza;4;"{""dia_1"": [{""grupo"": ""Pecho"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Pecho"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Pecho"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Triceps"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Triceps"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Triceps"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}], ""dia_2"": [{""grupo"": ""Espalda"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Espalda"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Espalda"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Biceps"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Biceps"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Biceps"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}], ""dia_3"": [{""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}], ""dia_4"": [{""grupo"": ""Hombros"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Hombros"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Hombros"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Hombros"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Core"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Core"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}]}"
307;40;67;Principiante;Perdida_Peso;4;"{""dia_1"": [{""grupo"": ""Pecho"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Pecho"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Pecho"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}], ""dia_2"": [{""grupo"": ""Espalda"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Espalda"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Espalda"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Biceps"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Biceps"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Biceps"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}], ""dia_3"": [{""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}], ""dia_4"": [{""grupo"": ""Hombros"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Core"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Core"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}]}"
308;24;115;Principiante;Fuerza;3;"{""dia_1"": [{""grupo"": ""Pecho"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Pecho"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Pecho"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Triceps"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Triceps"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}], ""dia_2"": [{""grupo"": ""Espalda"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Espalda"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Espalda"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Biceps"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Biceps"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Hombros"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Hombros"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}], ""dia_3"": [{""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}, {""grupo"": ""Core"", ""dificultad"": ""Principiante"", ""series"": 5, ""reps"": ""3-5""}]}"
309;56;111;Intermedio;Hipertrofia;4;"{""dia_1"": [{""grupo"": ""Pecho"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Pecho"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Pecho"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Triceps"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Triceps"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Triceps"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}], ""dia_2"": [{""grupo"": ""Espalda"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Espalda"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Espalda"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Biceps"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Biceps"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Biceps"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}], ""dia_3"": [{""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}], ""dia_4"": [{""grupo"": ""Hombros"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Hombros"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Hombros"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Hombros"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Core"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Core"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}]}"
310;57;112;Intermedio;Perdida_Peso;3;"{""dia_1"": [{""grupo"": ""Pecho"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Pecho"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Pecho"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}], ""dia_2"": [{""grupo"": ""Espalda"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Espalda"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Espalda"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Biceps"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Biceps"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}], ""dia_3"": [{""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Core"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}]}"
311;65;80;Intermedio;Perdida_Peso;5;"{""dia_1"": [{""grupo"": ""Pecho"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Pecho"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Pecho"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Pecho"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}], ""dia_2"": [{""grupo"": ""Espalda"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Espalda"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Espalda"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Espalda"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}], ""dia_3"": [{""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}], ""dia_4"": [{""grupo"": ""Hombros"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Core"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Core"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}], ""dia_5"": [{""grupo"": ""Biceps"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Biceps"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Biceps"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Intermedio"", ""series"": 3, ""reps"": ""15-20""}]}"
312;24;78;Intermedio;Hipertrofia;4;"{""dia_1"": [{""grupo"": ""Pecho"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Pecho"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Pecho"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Triceps"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Triceps"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Triceps"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}], ""dia_2"": [{""grupo"": ""Espalda"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Espalda"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Espalda"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Biceps"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Biceps"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Biceps"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}], ""dia_3"": [{""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Piernas"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}], ""dia_4"": [{""grupo"": ""Hombros"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Hombros"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Hombros"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Hombros"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Core"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}, {""grupo"": ""Core"", ""dificultad"": ""Intermedio"", ""series"": 4, ""reps"": ""8-12""}]}"
313;27;120;Principiante;Perdida_Peso;4;"{""dia_1"": [{""grupo"": ""Pecho"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Pecho"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Pecho"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}], ""dia_2"": [{""grupo"": ""Espalda"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Espalda"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Espalda"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Biceps"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Biceps"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Biceps"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}], ""dia_3"": [{""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}], ""dia_4"": [{""grupo"": ""Hombros"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Core"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Core"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}]}"
314;65;100;Principiante;Perdida_Peso;4;"{""dia_1"": [{""grupo"": ""Pecho"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Pecho"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Pecho"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}], ""dia_2"": [{""grupo"": ""Espalda"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Espalda"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Espalda"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Biceps"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Biceps"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Biceps"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}], ""dia_3"": [{""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}], ""dia_4"": [{""grupo"": ""Hombros"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Core"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Core"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}]}"
315;60;96;Principiante;Perdida_Peso;3;"{""dia_1"": [{""grupo"": ""Pecho"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Pecho"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Pecho"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Triceps"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}], ""dia_2"": [{""grupo"": ""Espalda"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Espalda"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Espalda"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Biceps"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Biceps"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Hombros"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}], ""dia_3"": [{""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Piernas"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Gemelos"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}, {""grupo"": ""Core"", ""dificultad"": ""Principiante"", ""series"": 3, ""reps"": ""15-20""}]}"
